prof_name,course_name,grade,semester,total_cred,teaching_hours,area_1,school_type,univ_type,fulltime_type,first_build,first_room,first_day,first_time,second_build,second_room,second_day,second_time,curr_year
노진원,진로지도_보건행정학,2,2학기,0,1,,교기,학사,전임,창조관,410,월,10,,,,,2025
박명배,대학학문의세계,1,1학기,1,2,,교기,학사,비전임,미래관,139,월,9,,,월,10,2025
박명배,보건교육방법,"3,4",2학기,3,3,,전선,대학원,비전임,창조관,515,월,3,,,화,"2,3",2025
박명배,보건교육방법론,0,2학기,2,2,,전선,학사,비전임,컨버전스,101,화,"12,13",,,,,2025
박명배,보건교육학,"3,4",1학기,3,4,,전선,학사,비전임,창조관,102,수,"2,목6,",,,목,"6,7",2025
박명배,보건통계학,0,1학기,3,3,,전공,학사,비전임,창조관,506,화,"5,6,7",,,,,2025
박명배,보건프로그램개발및평가,3,2학기,3,3,,전선,학사,비전임,창조관,506,수,"5,6",,,목,6,2025
박명배,보건학특론,0,1학기,3,3,,전공,대학원,비전임,창조관,506,화,"1,2,3",,,,,2025
박명배,보건학특론,0,2학기,3,3,,전공,대학원,비전임,창조관,515,수,"10,11,12",,,,,2025
박명배,의료관계법규,4,2학기,3,3,필수이수,전필,대학원,비전임,백운관,508,월,"6,7",,,화,1,2025
박명배,의료관계법규,2,1학기,3,3,,전선,학사,비전임,컨버전스,323,수,3,,,목,"8,9",2025
원영주,보건의료정보관리실무,4,2학기,3,4,,전선,학사,비전임,미래관,541,화,"6,7",,,화,"8,9",2025
원영주,보건의료정보관리학,2,1학기,3,3,필수이수,전필,학사,비전임,컨버전스,323,월,8,,,금,"2,3",2025
원영주,보건학,0,2학기,2,2,,전필,학사,비전임,컨버전스,101,수,"14,15",,,,,2025
원영주,암등록,3,2학기,2,4,필수이수,전선,학사,비전임,창조관,515,월,"9,10",,,목,"10,11",2025
원영주,역학,2,2학기,3,3,선택이수,전선,대학원,비전임,백운관,526,월,"5,6",,,수,1,2025
원영주,의무기록전사,4,2학기,1,1,선택이수,전선,학사,비전임,백운관,526,화,5,,,,,2025
원영주,현장실습,4,1학기,3,0,필수이수,전필,학사,비전임,,,,,,,,,2025
원영주,현장실습,4,2학기,3,0,,전필,대학원,비전임,,,,,,,,,2025
유기봉,고급보건통계학,0,1학기,3,3,,전공,대학원,전임,창조관,506,수,"1,2,3",,,,,2025
유기봉,국제보건통계학,0,2학기,3,3,,전공,학사,전임,창조관,515,수,"1,2,3",,,,,2025
유기봉,데이터베이스,2,2학기,3,3,,전선,학사,전임,창조관,434,월,6,,,화,"1,2",2025
유기봉,보건의료데이터관리,3,1학기,3,4,필수이수,전필,학사,전임,미래관,534,화,"11,12",,,화,"13,14",2025
유기봉,보건통계학,0,1학기,3,3,,전공,대학원,전임,창조관,511,수,"10,11,12",,,,,2025
유기봉,연구방법론,0,2학기,3,3,,전공,대학원,전임,창조관,515,수,"13,14,15",,,,,2025
유기봉,연구방법론,0,1학기,2,2,,전선,학사,전임,컨버전스,101,수,"14,15",,,,,2025
유기봉,조사방법론,"3,4",1학기,3,4,,전선,대학원,전임,컨버전스,B112,월,"6,7,화",,,화,1,2025
이광수,건강결과연구의이론과실제,0,2학기,2,2,,전선,대학원,비전임,컨버전스,101,화,"14,15",,,,,2025
이광수,보건의료자료관리및분석,0,2학기,3,3,,전공,학사,비전임,창조관,527,월,"13,14,15",,,,,2025
이광수,보건의료정책 및 관리 세미나(실습),0,1학기,3,3,,전공,학사,비전임,창조관,534,목,"10,11,12",,,,,2025
이광수,의료시스템평가론,0,1학기,3,3,,전공,학사,비전임,창조관,506,수,"10,11,12",,,,,2025
이광수,의료시스템평가론,0,1학기,3,3,,전공,학사,비전임,창조관,534,수,"13,14,15",,,,,2025
이광수,의료시스템평가의이해,0,1학기,2,2,,전선,학사,비전임,창조관,506,화,"12,13",,,,,2025
이광수,의료의질관리,3,1학기,3,3,필수이수,전선,학사,비전임,백운관,526,화,"2,3",,,수,8,2025
이광수,질평가및관리세미나,0,2학기,3,3,,전공,학사,비전임,창조관,511,화,"10,11,12",,,,,2025
이호철,AI프로그래밍,2,1학기,3,4,,전선,학사,전임,미래관,543,화,"5,6",,,화,"7,8",2025
이호철,건강증진학및보건교육,0,2학기,3,3,,전공,대학원,전임,창조관,535,수,"6,7,8",,,,,2025
이호철,대학학문의세계,1,1학기,1,2,,교기,학사,전임,컨버전스,B101,월,"9,10",,,,,2025
이호철,머신러닝,2,2학기,3,4,,전필,대학원,전임,미래관,534,월,"11,12",,,수,"2,3",2025
이호철,보건의료통계,2,1학기,3,4,필수이수,전선,대학원,전임,미래관,543,월,"11,12",,,수,"6,7",2025
이호철,보건행정학,2,2학기,3,3,선택이수,전선,학사,전임,백운관,526,목,"1,2,3",,,,,2025
이호철,진로지도_AI보건정보관리학,2,2학기,0,1,,교기,학사,전임,백운관,410,수,10,,,,,2025
정은욱,건강보험이론및실무,3,2학기,3,4,필수이수,전선,대학원,비전임,백운관,531,수,"5,6",,,수,"7,8",2025
정형선,건강보험제도의이해,"3,4",2학기,3,3,,전선,학사,비전임,컨버전스,323,월,"11,12,13",,,,,2025
정형선,보건경제학,"3,4",1학기,3,3,,전선,학사,비전임,백운관,526,월,"1,2",,,화,8,2025
정형선,보건복지정책론,0,2학기,3,3,,전공,대학원,비전임,창조관,511,월,"10,11,12",,,,,2025
정형선,보건행정 및 보건경제,0,1학기,3,3,,전공,학사,비전임,창조관,508,화,"10,11,12",,,,,2025
정형선,보건행정및보건경제,0,1학기,2,2,,전선,학사,비전임,창조관,506,화,"14,15",,,,,2025
정형선,비교의료제도론,0,2학기,3,3,,전공,대학원,비전임,창조관,515,화,"10,11,12",,,,,2025
정형선,의료제도분석세미나,0,1학기,3,3,,전공,대학원,비전임,창조관,506,월,"7,8,9",,,,,2025
조원길,병리학,2,1학기,3,3,,전선,학사,전임,백운관,526,목,"5,6,7",,,,,2025
조원길,의과학연구방법론,0,2학기,2,2,,공통,학사,전임,의학관, 307,월,"10,11",,,,,2025
조원길,인체해부학,2,2학기,3,3,,전선,대학원,전임,미래관,437,수,"6,7,8",,,,,2025
조원길,해부생리학,2,1학기,3,3,,전필,대학원,전임,미래관,234,금,"2,3,4",,,,,2025
조원길,해부생리학,2,2학기,3,3,필수이수,전선,대학원,전임,백운관,526,목,"5,6,7",,,,,2025
조원길,해부생리학,"2,3,4",1학기,3,3,,전선,대학원,전임,컨버전스,103,금,"5,6,7",,,,,2025
조원길,해부학,1,2학기,3,3,,전선,학사,전임,창조관,102,목,"1,2,3",,,,,2025
최순도,의무기록정보분석실무,3,2학기,3,5,필수이수,전선,대학원,전임,컨버전스,323,목,1,,,목,"2,3,4,5",2025
최순도,질병및의료행위분류1,3,1학기,3,4,필수이수,전선,대학원,전임,컨버전스,323,금,"5,6",,,금,"7,8",2025
최순도,질병및의료행위분류2,3,2학기,3,4,선택이수,전선,대학원,전임,정,347,목,"6,7",,,목,"8,9",2025
최재우,보건의료DB활용 특론,0,2학기,3,3,,전공,학사,전임,창조관,417,수,"11,12,13",,,,,2025
