rule_id,url,rule_name,revision_date,task_date,content,department
rule_1777001438589,https://rules.yonsei.ac.kr/search#2200000068967,막스플랑크-연세 IBS 나노의학센터 규정,2026.02.24,2026-04-24,"제1조 (규정의 목적)

이 규정은 「부설연구기구의 설치 및 운영에 관한 규정」(이하 “부설연구기구 규정”이라 한다)에 따라 설치된 지속성국가과제 연구기구인 막스플랑크-연세 IBS 나노의학센터(이하 “센터”라 한다)의 조직과 운영에 관한 사항을 정하는 것을 목적으로 한다.

제2조 (설립 목적)

이 센터는 막스플랑크연구회(Max Planck Society, MPG)의 국제연구센터(International Max Planck Center) 사업을 통해 설립된 연구 기관으로서, 해외 막스플랑크 연구소와의 첨단 융합 과학 공동연구를 통해 새로운 연구 패러다임을 창출하고 국제기초과학 연구협력을 선도함을 목적으로 한다.

제3조 (소재지)

센터는 연세대학교(이하 “본교”라 한다)에 둔다.

제4조 (연구 및 사업)

센터는 다음 각호의 연구와 사업을 수행한다.

1. 체내 심부의 세포 신호전달, 유전자 발현, 그리고 생명 현상의 무선, 비침습적 정밀 시공간 제어의 원리 및 기술 개발 연구

2. 뇌신경세포 및 면역세포의 활동과 기능의 시공간적 정밀을 통한 뇌질환, 암 등 혁신 치료기술의 원리 도출 및 신기술 개발 연구

3. 막스플랑크 연구소와의 공동 학술회의 및 행사 개최 통한 연구 학술 교류

4. 해당 연구분야 세계최고 석학 유치, 전문인력 교육 및 양성

5. 국내외 유수 대학, 연구소 및 산업체와 협력 및 공동연구 추진

제5조 (행정그룹)

① 센터의 행정업무는 행정그룹에서 총괄한다.

② 행정그룹은 다음 각 호의 업무를 관장한다.

1. 센터의 일반 및 연구 행정

2. 센터의 국제 연구협력 및 인력 교류, 학술 행사 행정적 지원

3. 센터의 교내·외 홍보

4. 기타 필요한 행정

③ 행정그룹에는 Scientific coordinator를 비롯한 행정직원 약간 명을 둘 수 있다.

④ 센터의 효율적인 운영을 위하여 IBS 나노의학연구단 및 고등과학원 소속 행정 인력이 센터의 행정업무를 겸임할 수 있다.

⑤ 겸임 인력의 업무범위, 역할분담, 보고체계 등은 센터장의 요청에 따라 고등과학원 기구 간 협의를 통해 정한다.

제6조 (임원)

① 센터에는 다음 각 호의 임원을 둔다.

1. 센터장 1명

2. 부센터장: 1명

3. 감사: 1명

② 센터장은 해당 연구기관을 대표하고 연구업무를 총괄한다.

③ 부센터장은 센터장을 보좌하고 유고 시에 센터장의 직무를 대행한다.

④ 감사는 센터의 업무 및 회계를 감사한다.

⑤ 임원의 임면과 임기 등에 관한 사항은 부설연구기구 규정 제5조에 따른다.

제7조 (연구원(員)

) ① 센터에는 연구를 수행하기 위하여 연구원(員)을 둔다.

② 연구원의 구분과 임면 등에 관한 사항은 부설연구기구 규정 제4조에 따른다.

제8조 (운영위원회)

① 센터에는 연구업무, 예‧결산 등에 관한 중요사항을 심의하기 위하여 운영위원회를 둔다.

② 운영위원회는 센터장, 부센터장을 포함한 5명의 위원으로 구성한다.

③ 운영위원회 위원장은 센터장이 맡는다.

④ 운영위원회는 다음 각 호의 사항을 심의한다.

1. 센터의 사업 및 예‧결산 계획에 관한 사항

2. 센터 규정류의 발의에 관한 사항

3. 연구원(員) 임면에 관한 사항

4. 기타 센터 운영에 관한 중요사항

⑤ 운영위원회의 회의는 재적위원 과반수의 출석으로 개회하고, 출석위원 과반수의 찬성으로 의결한다. 다만 가부동수인 경우에는 위원장이 결정한다.

⑥ 운영위원회는 적어도 한 학기 1회 이상 개최하고, 필요시 위원장이 추가로 소집할 수 있다.

⑦ 위원장과 위원의 위촉 및 임기 등에 관한 사항은 부설연구기구 규정 제6조에 따른다.

제9조 (자문위원회)

① 센터의 정책개발 및 장기적 발전방향 수립에 관한 사항을 자문하기 위하여 자문위원회를 둔다.

② 자문위원회는 IBS 나노의학연구단의 자문위원회를 공동으로 활용할 수 있으며, 위원 구성 및 운영 방식은 연구단 관련 규정을 준용한다.

③ 센터 관련된 자문 안건은 연구단 자문위원회 회의 내에서 병행 심의·자문할 수 있으며, 그 내용을 명확히 구분하여 기록·보고 한다.

제10조 (재정)

센터의 경비는 IBS 연구비, 교비, 기부금 및 기타 수입금으로 충당한다.

제11조 (예‧결산)

① 센터의 회계년도는 본교 회계년도와 같이 한다.

② 센터 예‧결산 및 이에 따르는 회계처리에 대한 세부사항은 본교 관련 규정 및 방침에 따른다.

제12조 (보고)

센터장은 부설연구기구 규정 제8조에 따라 연구기구 심의 위원회 위원장에게 센터와 관련된 사항을 정해진 기한 내에 보고하여야 한다.

제13조 (규정류의 제‧개정)

① 센터장은 위원회의 심의를 거쳐 규정류의 개폐를 발의할 수 있다.

② 규정류의 개폐와 관련된 세부사항은 본교 관련 규정 및 방침에 따른다.

(1) (시행일) 이 규정은 2026년 2월 24일부터 적용한다.

(2) (경과조치) 센터 설립 이후부터 이 규정 시행 전에 관련 내부운영지침에 의해 시행한 사항들은 이 규정에 반하지 않는 범위 내에서 그 효력을 인정한다.",막스플랑크-연세 IBS 나노의학센터 (02-2123-4746)
