curr_year,area_1,specialized_area,course_name,open_sem,school_type,is_cert,hosting_dept,course_std,grad_cred,total_cred,theory_cred,prac_cred,hours,note,prog_cred,syllabus,prereq,has_class_div,real_sem,plan_prof,bldg_name,room_no,room_type,real_prof,teach_method,eval_method,req_count,act_count,sat_score,temp_date,temp_user,final_date,final_user,화면에서 클릭해서 넣을 수 있게
2023,교양이수,,채플,"1-1, 1-2, 2-1,2-2",교기,,교목실,,,2,2,0,2,"(과목당 0.5학점, 4P이수)",,,,,,,,,,,,,,,,,,,,
2023,교양이수,,기독교의 이해,1-1,교기,,교목실,,,3,3,0,3,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,글쓰기,1-2,교기,,글로벌창의융합대학,,,3,3,0,3,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,교양엉어Ⅰ,1-1,교기,,글로벌창의융합대학,,,2,2,0,2,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,교양영어Ⅱ,1-2,교기,,글로벌창의융합대학,,,2,2,0,2,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,리더십개발,1-1,교기,,RC융합대학,,,2,2,0,2,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,리더십실습,1-2,교기,,RC융합대학,,,2,2,0,2,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,대학학문의세계,1-1,교기,,RC융합대학,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,컴퓨팅사고,1-1,교기,,SWDH융합대학,,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,진도지도,2-1,교기,,학과,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,,경력개발,"2-2, 3-1, 3-2",교기,,미래인재개발원,,,2,2,0,2,경력개발 영역 중 2과목(과목당 1학점),,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양필수,글로벌시대의경영학,1-1,교필,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양필수,일반생물학및실험(1),1-1,교필,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양필수,파이썬프로그래밍,1-2,교필,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,1영역 (문학과 예술),전학기,교선,,15학점(7개 영역 중 5개 영역에서 1과목 이상 이수),,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,2영역 (인간과 역사),,교선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,3영역 (언어와 표현),,교선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,4영역 (가치와 윤리),,교선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,5영역 (국가와 사회),,교선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,7영역 (논리와 수리),,교선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,교양이수,교양선택,8영역 (자연과 우주),,교선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,필수이수,,보건의료정보관리학,2-1,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,보건의료정보관리실무,2-2,전선,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,필수이수,,보건의료조직관리,3-2,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,O,O,,,,,,,,
2023,필수이수,,건강정보보호,4-1,전선,o,학과,,,2,2,0,2,,2,,,,,,,,,,,,,,,,,,,
2023,필수이수,,질병및의료행위분류1,3-1,전선,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,필수이수,,의무기록정보분석실무,3-2,전선,o,학과,,,3,1,2,5,,2,,,,,,,,,,,,,,,,,,,
2023,필수이수,,의무기록정보질향상실무,4-1,전선,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,필수이수,,암등록,3-2,전선,o,학과,,,2,0,2,4,,2,,,,,,,,,,,,,,,,,,,
2023,필수이수,,의료질관리,3-1,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,건강보험이론및실무,3-1,전선,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,필수이수,,보건의료통계,2-1,전필,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,필수이수,,보건의료데이터관리,3-1,전선,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,필수이수,,의료정보기술,3-1,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,O,,,,,,,,,
2023,필수이수,,의료관계법규,4-2,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,의학용어(1),2-1,전필,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,의학용어(2),2-2,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,병리학,2-1,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,해부생리학,2-1,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,필수이수,,현장실습,4-1,전선,o,학과,,,3,0,3,6,,3,,,,,,,,,,,,,,,,,,,
2023,선택이수,보건의료정보관리(HIM),의무기록전사,3-2,전선,o,학과,,,1,1,0,1,,1,,,,,,,,,,,O,,,,,,,,
2023,선택이수,보건의료정보관리(HIM),질병및의료행위분류2,3-2,전선,o,학과,,,3,2,1,4,,1,,,,,,,,,,,,,,,,,,,
2023,선택이수,보건의료관리(HM),보건행정학,2-1,전필,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,선택이수,보건의료관리(HM),의료경영학,2-1,전필,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,선택이수,보건의료관리(HM),국제보건학,3-2,전선,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,선택이수,보건의료관리(HM),역학,2-2,,o,학과,,,3,3,0,3,,3,,,,,,,,,,,,,,,,,,,
2023,전공선택,,AI프로그래밍,2-1,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,R프로그래밍,2-2,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,기계학습,2-2,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,의료딥러닝,3-1,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,자연어처리,3-2,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,AI세미나,4-1,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,고급자연어처리,4-1,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,전공선택,,산학연구,4-2,,,학과,,,,,,,,,,,,,,,,,,,,,,,,,,,
